Country/Region,Date,Confirmed,Deaths,Recovered,Active,WHO Region
Egypt,14-05-2020,14785,2006,748,14037,Eastern Mediterranean
El Salvador,14-05-2020,414571,659,368,414203,Americas
Equatorial Guinea,14-05-2020,385120,1240,1107,384013,Africa
Eritrea,14-05-2020,31128,915,413,30715,Africa
Estonia,14-05-2020,157265,1099,20,157245,Europe
Eswatini,14-05-2020,259685,1220,576,259109,Africa
Ethiopia,14-05-2020,84088,1197,1066,83022,Africa
Fiji,14-05-2020,237721,1186,1129,236592,Western Pacific
Finland,14-05-2020,103736,902,54,103682,Europe
France,14-05-2020,215744,443,781,214963,Europe
France,14-05-2020,228085,335,637,227448,Europe
France,14-05-2020,68594,84,468,68126,Europe
France,14-05-2020,358216,1734,405,357811,Europe
France,14-05-2020,16537,412,986,15551,Europe
France,14-05-2020,417354,1564,1243,416111,Europe
France,14-05-2020,47348,1050,1162,46186,Europe
France,14-05-2020,370139,1604,911,369228,Europe
France,14-05-2020,345796,1101,607,345189,Europe
France,14-05-2020,60373,1195,651,59722,Europe
Gabon,14-05-2020,148160,428,398,147762,Africa
Gambia,14-05-2020,238325,1778,1081,237244,Africa
Georgia,14-05-2020,420677,2271,1081,419596,Europe
Germany,14-05-2020,242775,936,114,242661,Europe
Ghana,14-05-2020,161785,786,473,161312,Africa
Greece,14-05-2020,301865,1574,1044,300821,Europe
Guatemala,14-05-2020,112390,890,736,111654,Americas
Guinea,14-05-2020,365079,1024,625,364454,Africa
Guyana,14-05-2020,50354,1668,1106,49248,Americas
Haiti,14-05-2020,271458,1287,1178,270280,Americas
Holy See,14-05-2020,402142,198,1186,400956,Europe
Honduras,14-05-2020,282703,806,1009,281694,Americas
Hungary,14-05-2020,393786,2476,49,393737,Europe
Iceland,14-05-2020,385979,1201,598,385381,Europe
India,14-05-2020,190000,1614,1192,188808,South-East Asia
Indonesia,14-05-2020,255560,1790,92,255468,South-East Asia
Iran,14-05-2020,325932,1184,760,325172,Eastern Mediterranean
Iraq,14-05-2020,106513,1428,159,106354,Eastern Mediterranean
Ireland,14-05-2020,448366,1171,28,448338,Europe
Israel,14-05-2020,315418,563,14,315404,Europe
Italy,14-05-2020,360853,2460,1055,359798,Europe
Jamaica,14-05-2020,184518,2022,556,183962,Americas
Japan,14-05-2020,317539,853,282,317257,Western Pacific
Jordan,14-05-2020,200771,963,232,200539,Eastern Mediterranean
Kazakhstan,14-05-2020,213177,1149,937,212240,Europe
Kenya,14-05-2020,115168,2184,1060,114108,Africa
South Korea,14-05-2020,231539,813,418,231121,Western Pacific
Kuwait,14-05-2020,61465,109,414,61051,Eastern Mediterranean
Kyrgyzstan,14-05-2020,187060,1782,603,186457,Europe
Latvia,14-05-2020,284962,2217,995,283967,Europe
Lebanon,14-05-2020,12245,1581,590,11655,Eastern Mediterranean
Liberia,14-05-2020,257278,1440,505,256773,Africa
Liechtenstein,14-05-2020,384889,2348,1119,383770,Europe
Lithuania,14-05-2020,423817,684,1242,422575,Europe
Luxembourg,14-05-2020,31357,2209,355,31002,Europe
Madagascar,14-05-2020,219964,655,492,219472,Africa
Malaysia,14-05-2020,103013,1513,855,102158,Western Pacific
Maldives,14-05-2020,74736,1949,1121,73615,South-East Asia
Malta,14-05-2020,441703,1106,1145,440558,Europe
Mauritania,14-05-2020,389277,2097,339,388938,Africa
Mauritius,14-05-2020,412092,2155,489,411603,Africa
Mexico,14-05-2020,10854,1841,127,10727,Americas
Moldova,14-05-2020,351328,1212,652,350676,Europe
Monaco,14-05-2020,419330,966,623,418707,Europe
Mongolia,14-05-2020,21453,1732,847,20606,Western Pacific
Montenegro,14-05-2020,142634,522,714,141920,Europe
Morocco,14-05-2020,382674,1197,52,382622,Eastern Mediterranean
Namibia,14-05-2020,381025,1015,988,380037,Africa
Nepal,14-05-2020,287685,68,226,287459,South-East Asia
Netherlands,14-05-2020,430578,61,328,430250,Europe
Netherlands,14-05-2020,329545,1704,216,329329,Europe
Netherlands,14-05-2020,322787,549,1091,321696,Europe
Netherlands,14-05-2020,427077,2386,686,426391,Europe
New Zealand,14-05-2020,422511,53,1112,421399,Western Pacific
Nicaragua,14-05-2020,429400,2362,464,428936,Americas
Niger,14-05-2020,391045,909,1238,389807,Africa
Nigeria,14-05-2020,266692,1520,388,266304,Africa
North Macedonia,14-05-2020,294391,644,1212,293179,Europe
Norway,14-05-2020,206419,2259,610,205809,Europe
Oman,14-05-2020,254284,329,1237,253047,Eastern Mediterranean
Pakistan,14-05-2020,175408,1661,36,175372,Eastern Mediterranean
Panama,14-05-2020,107193,37,365,106828,Americas
Papua New Guinea,14-05-2020,305202,1265,702,304500,Western Pacific
Paraguay,14-05-2020,238497,1508,1195,237302,Americas
Peru,14-05-2020,21682,315,276,21406,Americas
Philippines,14-05-2020,378397,1152,165,378232,Western Pacific
Poland,14-05-2020,299742,2090,1237,298505,Europe
Portugal,14-05-2020,415136,1216,159,414977,Europe
Qatar,14-05-2020,49372,1148,749,48623,Eastern Mediterranean
Romania,14-05-2020,56955,2350,544,56411,Europe
Russia,14-05-2020,321084,1148,543,320541,Europe
Rwanda,14-05-2020,432946,991,334,432612,Africa
Saint Lucia,14-05-2020,397498,1762,346,397152,Americas
Saint Vincent and the Grenadines,14-05-2020,374259,2369,835,373424,Americas
San Marino,14-05-2020,427916,1643,22,427894,Europe
Saudi Arabia,14-05-2020,378801,220,86,378715,Eastern Mediterranean
Senegal,14-05-2020,252923,2274,1172,251751,Africa
Serbia,14-05-2020,164380,1834,1063,163317,Europe
Seychelles,14-05-2020,349524,678,264,349260,Africa
Singapore,14-05-2020,148900,2477,1138,147762,Western Pacific
Slovakia,14-05-2020,22423,1331,489,21934,Europe
Slovenia,14-05-2020,424354,2011,318,424036,Europe
Somalia,14-05-2020,106819,131,351,106468,Eastern Mediterranean
South Africa,14-05-2020,286075,2212,686,285389,Africa
Spain,14-05-2020,18838,2228,475,18363,Europe
Sri Lanka,14-05-2020,355906,1224,975,354931,South-East Asia
Sudan,14-05-2020,350291,607,879,349412,Eastern Mediterranean
Suriname,14-05-2020,402987,2083,1099,401888,Americas
Sweden,14-05-2020,110620,650,946,109674,Europe
Switzerland,14-05-2020,38229,21,879,37350,Europe
Taiwan*,14-05-2020,407069,1273,463,406606,Western Pacific
Tanzania,14-05-2020,448379,1887,296,448083,Africa
Thailand,14-05-2020,265688,2256,702,264986,South-East Asia
Togo,14-05-2020,376673,393,1105,375568,Africa
Trinidad and Tobago,14-05-2020,182683,1822,27,182656,Americas
Tunisia,14-05-2020,222441,1899,36,222405,Eastern Mediterranean
Turkey,14-05-2020,379317,1213,951,378366,Europe
Uganda,14-05-2020,114172,2213,513,113659,Africa
Ukraine,14-05-2020,303305,676,345,302960,Europe
United Arab Emirates,14-05-2020,432457,240,1200,431257,Eastern Mediterranean
United Kingdom,14-05-2020,385358,2431,916,384442,Europe
United Kingdom,14-05-2020,239228,1753,528,238700,Europe
United Kingdom,14-05-2020,220399,2430,70,220329,Europe
United Kingdom,14-05-2020,80887,1833,63,80824,Europe
United Kingdom,14-05-2020,297167,2203,1181,295986,Europe
United Kingdom,14-05-2020,164473,2481,147,164326,Europe
United Kingdom,14-05-2020,296117,1743,1094,295023,Europe
Uruguay,14-05-2020,222485,13,68,222417,Americas
US,14-05-2020,152063,1884,718,151345,Americas
Uzbekistan,14-05-2020,87603,1978,632,86971,Europe
Venezuela,14-05-2020,151861,1535,1141,150720,Americas
Vietnam,14-05-2020,194360,816,376,193984,Western Pacific
Zambia,14-05-2020,67283,1614,661,66622,Africa
Zimbabwe,14-05-2020,95476,729,318,95158,Africa
Dominica,14-05-2020,360969,26,421,360548,Americas
Grenada,14-05-2020,281427,1179,699,280728,Americas
Mozambique,14-05-2020,118735,2079,667,118068,Africa
Syria,14-05-2020,39180,205,883,38297,Eastern Mediterranean
Timor-Leste,14-05-2020,216726,2077,923,215803,South-East Asia
Belize,14-05-2020,12419,2277,230,12189,Americas
Laos,14-05-2020,179202,2137,80,179122,Western Pacific
Libya,14-05-2020,281333,1534,1181,280152,Eastern Mediterranean
West Bank and Gaza,14-05-2020,191959,2469,1174,190785,Eastern Mediterranean
Guinea-Bissau,14-05-2020,203372,2435,561,202811,Africa
Mali,14-05-2020,448843,49,962,447881,Africa
Saint Kitts and Nevis,14-05-2020,302843,161,817,302026,Americas
Canada,14-05-2020,31320,1169,865,30455,Americas
Canada,14-05-2020,372294,608,1239,371055,Americas
Kosovo,14-05-2020,118460,880,906,117554,Europe
Burma,14-05-2020,243873,169,777,243096,South-East Asia
United Kingdom,14-05-2020,185820,2361,36,185784,Europe
United Kingdom,14-05-2020,264931,858,224,264707,Europe
United Kingdom,14-05-2020,117595,35,150,117445,Europe
Botswana,14-05-2020,106463,1866,203,106260,Africa
Burundi,14-05-2020,112725,68,775,111950,Africa
Sierra Leone,14-05-2020,340854,1668,336,340518,Africa
Malawi,14-05-2020,146491,660,266,146225,Africa
United Kingdom,14-05-2020,426185,381,230,425955,Europe
France,14-05-2020,376609,1729,766,375843,Europe
South Sudan,14-05-2020,31248,1771,770,30478,Africa
Western Sahara,14-05-2020,414828,2297,856,413972,Africa
Sao Tome and Principe,14-05-2020,95030,1190,376,94654,Africa
Yemen,14-05-2020,140891,1975,733,140158,Eastern Mediterranean
Comoros,14-05-2020,140046,1098,477,139569,Africa
Tajikistan,14-05-2020,240928,2209,1094,239834,Europe
Lesotho,14-05-2020,377123,442,731,376392,Africa
Afghanistan,15-05-2020,280828,860,1168,279660,Eastern Mediterranean
Albania,15-05-2020,446115,1098,142,445973,Europe
Algeria,15-05-2020,241637,895,919,240718,Africa
Andorra,15-05-2020,114817,1380,138,114679,Europe
Angola,15-05-2020,347725,1999,785,346940,Africa
Antigua and Barbuda,15-05-2020,206254,2035,454,205800,Americas
Argentina,15-05-2020,314156,1384,216,313940,Americas
Armenia,15-05-2020,87038,668,808,86230,Europe
Australia,15-05-2020,70050,1651,41,70009,Western Pacific
Australia,15-05-2020,449996,730,919,449077,Western Pacific
Australia,15-05-2020,438479,1008,92,438387,Western Pacific
Australia,15-05-2020,318956,2293,900,318056,Western Pacific
Australia,15-05-2020,140233,907,434,139799,Western Pacific
Australia,15-05-2020,367067,508,920,366147,Western Pacific
Australia,15-05-2020,194919,1923,90,194829,Western Pacific
Australia,15-05-2020,289458,403,1072,288386,Western Pacific
Austria,15-05-2020,341779,12,127,341652,Europe
Azerbaijan,15-05-2020,273799,166,523,273276,Europe
Bahamas,15-05-2020,303542,948,124,303418,Americas
Bahrain,15-05-2020,148442,247,103,148339,Eastern Mediterranean
Bangladesh,15-05-2020,141069,1607,440,140629,South-East Asia
Barbados,15-05-2020,207923,869,1204,206719,Americas
Belarus,15-05-2020,332933,903,329,332604,Europe
Belgium,15-05-2020,416316,52,538,415778,Europe
Benin,15-05-2020,299073,664,267,298806,Africa
Bhutan,15-05-2020,143016,1138,142,142874,South-East Asia
Bolivia,15-05-2020,330782,1848,538,330244,Americas
Bosnia and Herzegovina,15-05-2020,386728,1609,103,386625,Europe
Brazil,15-05-2020,112723,986,1111,111612,Americas
Brunei,15-05-2020,268791,2497,714,268077,Western Pacific
Bulgaria,15-05-2020,261149,1189,482,260667,Europe
Burkina Faso,15-05-2020,197708,2327,635,197073,Africa
Cabo Verde,15-05-2020,37350,452,623,36727,Africa
Cambodia,15-05-2020,334874,2426,221,334653,Western Pacific
Cameroon,15-05-2020,224149,628,277,223872,Africa
Canada,15-05-2020,416493,220,734,415759,Americas
Canada,15-05-2020,151584,1960,1213,150371,Americas
Canada,15-05-2020,347478,481,1110,346368,Americas
Canada,15-05-2020,338029,713,87,337942,Americas
Canada,15-05-2020,399949,896,222,399727,Americas
Canada,15-05-2020,245301,288,1113,244188,Americas
Canada,15-05-2020,368743,1332,1044,367699,Americas
Canada,15-05-2020,275515,143,1240,274275,Americas
Canada,15-05-2020,198135,76,336,197799,Americas
Canada,15-05-2020,148712,1734,306,148406,Americas
Central African Republic,15-05-2020,344010,25,972,343038,Africa
Chad,15-05-2020,388468,325,432,388036,Africa
Chile,15-05-2020,283914,1238,583,283331,Americas
China,15-05-2020,315494,91,582,314912,Western Pacific
China,15-05-2020,164666,355,1118,163548,Western Pacific
China,15-05-2020,449056,582,600,448456,Western Pacific
China,15-05-2020,394581,1307,1232,393349,Western Pacific
China,15-05-2020,155708,529,160,155548,Western Pacific
China,15-05-2020,108010,1680,325,107685,Western Pacific
China,15-05-2020,61906,2270,796,61110,Western Pacific
China,15-05-2020,362824,1004,351,362473,Western Pacific
China,15-05-2020,414660,1372,1234,413426,Western Pacific
China,15-05-2020,8774,1890,898,7876,Western Pacific
China,15-05-2020,414406,1645,373,414033,Western Pacific
China,15-05-2020,241891,1778,639,241252,Western Pacific
China,15-05-2020,160420,1813,610,159810,Western Pacific
China,15-05-2020,332544,1530,704,331840,Western Pacific
China,15-05-2020,161758,1667,896,160862,Western Pacific
China,15-05-2020,299151,2200,161,298990,Western Pacific
China,15-05-2020,355243,408,720,354523,Western Pacific
China,15-05-2020,281126,723,453,280673,Western Pacific
China,15-05-2020,294043,1045,946,293097,Western Pacific
China,15-05-2020,163841,911,489,163352,Western Pacific
China,15-05-2020,338797,842,754,338043,Western Pacific
China,15-05-2020,449541,1927,496,449045,Western Pacific
China,15-05-2020,302104,2235,67,302037,Western Pacific
China,15-05-2020,3004,148,1030,1974,Western Pacific
China,15-05-2020,14270,1689,395,13875,Western Pacific
China,15-05-2020,62804,69,37,62767,Western Pacific
China,15-05-2020,186559,243,431,186128,Western Pacific
China,15-05-2020,335153,805,851,334302,Western Pacific
China,15-05-2020,230262,1344,753,229509,Western Pacific
China,15-05-2020,201881,466,911,200970,Western Pacific
China,15-05-2020,422742,1254,320,422422,Western Pacific
China,15-05-2020,23492,881,851,22641,Western Pacific
China,15-05-2020,390355,830,480,389875,Western Pacific
Colombia,15-05-2020,165747,1359,682,165065,Americas
Congo (Brazzaville),15-05-2020,386576,792,407,386169,Africa
Congo (Kinshasa),15-05-2020,82269,739,38,82231,Africa
Costa Rica,15-05-2020,295118,336,844,294274,Americas
Cote d'Ivoire,15-05-2020,167624,765,181,167443,Africa
Croatia,15-05-2020,244374,2139,173,244201,Europe
Cuba,15-05-2020,170730,2367,817,169913,Americas
Cyprus,15-05-2020,130614,490,473,130141,Europe
Czechia,15-05-2020,372859,2313,427,372432,Europe
Denmark,15-05-2020,196715,340,118,196597,Europe
Greenland,15-05-2020,186669,2062,849,185820,Europe
Denmark,15-05-2020,387947,1405,1072,386875,Europe
Djibouti,15-05-2020,242801,350,614,242187,Eastern Mediterranean
Dominican Republic,15-05-2020,322752,2495,1136,321616,Americas
Ecuador,15-05-2020,390328,1450,632,389696,Americas
Egypt,15-05-2020,405401,2385,149,405252,Eastern Mediterranean
El Salvador,15-05-2020,90820,2354,506,90314,Americas
Equatorial Guinea,15-05-2020,264784,1211,209,264575,Africa
Eritrea,15-05-2020,158050,1118,240,157810,Africa
Estonia,15-05-2020,225059,1667,525,224534,Europe
Eswatini,15-05-2020,85854,1112,684,85170,Africa
Ethiopia,15-05-2020,56754,207,665,56089,Africa
Fiji,15-05-2020,309023,1580,442,308581,Western Pacific
Finland,15-05-2020,156276,249,246,156030,Europe
France,15-05-2020,146219,1981,128,146091,Europe
France,15-05-2020,315950,2115,1205,314745,Europe
France,15-05-2020,65726,1361,507,65219,Europe
France,15-05-2020,53756,983,821,52935,Europe
France,15-05-2020,2675,1164,1183,1492,Europe
France,15-05-2020,255556,2335,1198,254358,Europe
France,15-05-2020,165144,992,449,164695,Europe
France,15-05-2020,224993,1745,701,224292,Europe
France,15-05-2020,78642,1656,1,78641,Europe
France,15-05-2020,313093,1652,164,312929,Europe
Gabon,15-05-2020,186303,1967,240,186063,Africa
Gambia,15-05-2020,63044,113,1059,61985,Africa
Georgia,15-05-2020,296762,555,12,296750,Europe
Germany,15-05-2020,314965,151,261,314704,Europe
Ghana,15-05-2020,388394,1218,857,387537,Africa
Greece,15-05-2020,174102,1603,1171,172931,Europe
Guatemala,15-05-2020,175305,1038,846,174459,Americas
Guinea,15-05-2020,184558,838,244,184314,Africa
Guyana,15-05-2020,333858,1227,804,333054,Americas
Haiti,15-05-2020,132189,1964,586,131603,Americas
Holy See,15-05-2020,354633,116,763,353870,Europe
Honduras,15-05-2020,416550,2408,273,416277,Americas
Hungary,15-05-2020,163742,1541,503,163239,Europe
Iceland,15-05-2020,260440,176,54,260386,Europe
India,15-05-2020,157365,571,1167,156198,South-East Asia
Indonesia,15-05-2020,50228,66,1241,48987,South-East Asia
Iran,15-05-2020,318299,1974,523,317776,Eastern Mediterranean
Iraq,15-05-2020,226485,1205,1246,225239,Eastern Mediterranean
Ireland,15-05-2020,55024,179,522,54502,Europe
Israel,15-05-2020,133772,35,1042,132730,Europe
Italy,15-05-2020,225516,261,614,224902,Europe
Jamaica,15-05-2020,427758,2277,1141,426617,Americas
Japan,15-05-2020,309893,1791,213,309680,Western Pacific
Jordan,15-05-2020,378730,2010,478,378252,Eastern Mediterranean
Kazakhstan,15-05-2020,106482,820,885,105597,Europe
Kenya,15-05-2020,167148,763,1178,165970,Africa
South Korea,15-05-2020,140731,1255,540,140191,Western Pacific
Kuwait,15-05-2020,333956,1598,120,333836,Eastern Mediterranean
Kyrgyzstan,15-05-2020,53321,579,44,53277,Europe
Latvia,15-05-2020,334730,501,1157,333573,Europe
Lebanon,15-05-2020,54337,1777,988,53349,Eastern Mediterranean
Liberia,15-05-2020,249472,1936,1014,248458,Africa
Liechtenstein,15-05-2020,296466,517,458,296008,Europe
Lithuania,15-05-2020,39513,1034,338,39175,Europe
Luxembourg,15-05-2020,408608,1139,642,407966,Europe
Madagascar,15-05-2020,38414,543,223,38191,Africa
Malaysia,15-05-2020,311712,987,792,310920,Western Pacific
Maldives,15-05-2020,31582,957,1151,30431,South-East Asia
Malta,15-05-2020,331886,1914,503,331383,Europe
Mauritania,15-05-2020,16502,2006,946,15556,Africa
Mauritius,15-05-2020,362498,1343,599,361899,Africa
Mexico,15-05-2020,29061,1890,1236,27825,Americas
Moldova,15-05-2020,421338,1804,44,421294,Europe
Monaco,15-05-2020,256813,894,1031,255782,Europe
Mongolia,15-05-2020,114634,628,158,114476,Western Pacific
Montenegro,15-05-2020,250573,716,534,250039,Europe
Morocco,15-05-2020,95048,1367,667,94381,Eastern Mediterranean
Namibia,15-05-2020,16364,2035,684,15680,Africa
Nepal,15-05-2020,371590,746,1050,370540,South-East Asia
Netherlands,15-05-2020,323577,432,606,322971,Europe
Netherlands,15-05-2020,186027,2226,848,185179,Europe
Netherlands,15-05-2020,324416,1447,627,323789,Europe
Netherlands,15-05-2020,402977,2431,770,402207,Europe
New Zealand,15-05-2020,138101,896,400,137701,Western Pacific
Nicaragua,15-05-2020,207230,1993,691,206539,Americas
Niger,15-05-2020,387006,2013,1050,385956,Africa
Nigeria,15-05-2020,295755,1232,280,295475,Africa
North Macedonia,15-05-2020,223848,192,636,223212,Europe
Norway,15-05-2020,236582,1261,183,236399,Europe
Oman,15-05-2020,101651,1984,827,100824,Eastern Mediterranean
Pakistan,15-05-2020,163403,2274,719,162684,Eastern Mediterranean
Panama,15-05-2020,224520,1329,244,224276,Americas
Papua New Guinea,15-05-2020,212763,434,117,212646,Western Pacific
Paraguay,15-05-2020,116834,1160,862,115972,Americas
Peru,15-05-2020,312488,643,715,311773,Americas
Philippines,15-05-2020,88986,1388,318,88668,Western Pacific
Poland,15-05-2020,35402,678,1155,34247,Europe
Portugal,15-05-2020,438549,1495,634,437915,Europe
Qatar,15-05-2020,306234,920,945,305289,Eastern Mediterranean
Romania,15-05-2020,60157,1971,919,59238,Europe
Russia,15-05-2020,185994,2211,820,185174,Europe
Rwanda,15-05-2020,422300,1111,279,422021,Africa
Saint Lucia,15-05-2020,414879,142,1203,413676,Americas
Saint Vincent and the Grenadines,15-05-2020,170973,1702,647,170326,Americas
San Marino,15-05-2020,277212,57,404,276808,Europe
Saudi Arabia,15-05-2020,263979,157,179,263800,Eastern Mediterranean
Senegal,15-05-2020,315357,2017,241,315116,Africa
Serbia,15-05-2020,351809,582,757,351052,Europe
Seychelles,15-05-2020,92184,651,539,91645,Africa
Singapore,15-05-2020,275375,1209,898,274477,Western Pacific
Slovakia,15-05-2020,397743,1148,306,397437,Europe
Slovenia,15-05-2020,114295,2089,776,113519,Europe
Somalia,15-05-2020,199973,695,900,199073,Eastern Mediterranean
South Africa,15-05-2020,426789,415,950,425839,Africa
Spain,15-05-2020,124427,1075,865,123562,Europe
Sri Lanka,15-05-2020,208126,1826,1159,206967,South-East Asia
Sudan,15-05-2020,303196,1014,1036,302160,Eastern Mediterranean
Suriname,15-05-2020,359655,844,443,359212,Americas
Sweden,15-05-2020,388453,2466,1165,387288,Europe
Switzerland,15-05-2020,23403,1502,1179,22224,Europe
Taiwan*,15-05-2020,177389,850,1023,176366,Western Pacific
Tanzania,15-05-2020,286472,690,512,285960,Africa
Thailand,15-05-2020,206742,1999,199,206543,South-East Asia
Togo,15-05-2020,363796,604,1179,362617,Africa
Trinidad and Tobago,15-05-2020,402245,1894,1071,401174,Americas
Tunisia,15-05-2020,254992,2440,428,254564,Eastern Mediterranean
Turkey,15-05-2020,285956,1780,873,285083,Europe
Uganda,15-05-2020,175815,2449,628,175187,Africa
Ukraine,15-05-2020,151678,2341,501,151177,Europe
United Arab Emirates,15-05-2020,231227,2078,846,230381,Eastern Mediterranean
United Kingdom,15-05-2020,277695,1940,123,277572,Europe
United Kingdom,15-05-2020,222942,1164,948,221994,Europe
United Kingdom,15-05-2020,269751,278,899,268852,Europe
United Kingdom,15-05-2020,89598,1635,1131,88467,Europe
United Kingdom,15-05-2020,59370,2397,30,59340,Europe
United Kingdom,15-05-2020,324774,799,1225,323549,Europe
United Kingdom,15-05-2020,254393,1611,147,254246,Europe
Uruguay,15-05-2020,406759,1508,607,406152,Americas
US,15-05-2020,307812,1320,271,307541,Americas
Uzbekistan,15-05-2020,409569,906,244,409325,Europe
Venezuela,15-05-2020,124847,397,152,124695,Americas
Vietnam,15-05-2020,185896,2413,573,185323,Western Pacific
Zambia,15-05-2020,226583,385,628,225955,Africa
Zimbabwe,15-05-2020,145602,2245,956,144646,Africa
Dominica,15-05-2020,95659,1474,863,94796,Americas
Grenada,15-05-2020,375345,1567,1058,374287,Americas
Mozambique,15-05-2020,299027,2129,272,298755,Africa
Syria,15-05-2020,63591,1911,308,63283,Eastern Mediterranean
Timor-Leste,15-05-2020,263195,1960,76,263119,South-East Asia
Belize,15-05-2020,133571,2017,165,133406,Americas
Laos,15-05-2020,381580,1127,762,380818,Western Pacific
Libya,15-05-2020,331163,819,491,330672,Eastern Mediterranean
West Bank and Gaza,15-05-2020,402993,2493,688,402305,Eastern Mediterranean
Guinea-Bissau,15-05-2020,250932,1448,862,250070,Africa
Mali,15-05-2020,99438,72,62,99376,Africa
Saint Kitts and Nevis,15-05-2020,157656,1248,404,157252,Americas
Canada,15-05-2020,353762,17,1040,352722,Americas
Canada,15-05-2020,413538,1047,1176,412362,Americas
Kosovo,15-05-2020,387943,824,1174,386769,Europe
Burma,15-05-2020,214463,2027,1048,213415,South-East Asia
United Kingdom,15-05-2020,202251,1309,998,201253,Europe
United Kingdom,15-05-2020,262732,1841,931,261801,Europe
United Kingdom,15-05-2020,114340,2450,450,113890,Europe
Botswana,15-05-2020,50459,875,148,50311,Africa
Burundi,15-05-2020,275322,2408,571,274751,Africa
Sierra Leone,15-05-2020,328114,2217,371,327743,Africa
Malawi,15-05-2020,401516,891,105,401411,Africa
United Kingdom,15-05-2020,184810,2429,658,184152,Europe
France,15-05-2020,185787,554,465,185322,Europe
South Sudan,15-05-2020,163985,616,1067,162918,Africa
Western Sahara,15-05-2020,32266,1135,965,31301,Africa
Sao Tome and Principe,15-05-2020,102142,177,96,102046,Africa
Yemen,15-05-2020,65797,833,436,65361,Eastern Mediterranean
Comoros,15-05-2020,282220,1602,87,282133,Africa
Tajikistan,15-05-2020,318914,541,974,317940,Europe
Lesotho,15-05-2020,43712,1421,110,43602,Africa
Afghanistan,16-05-2020,278302,1392,667,277635,Eastern Mediterranean
Albania,16-05-2020,295495,601,360,295135,Europe
Algeria,16-05-2020,50938,2077,939,49999,Africa
Andorra,16-05-2020,275835,1210,178,275657,Europe
Angola,16-05-2020,273514,1811,197,273317,Africa
Antigua and Barbuda,16-05-2020,186135,760,1149,184986,Americas
Argentina,16-05-2020,202472,1596,499,201973,Americas
Armenia,16-05-2020,436946,1818,897,436049,Europe
Australia,16-05-2020,162861,1565,102,162759,Western Pacific
Australia,16-05-2020,340417,1372,121,340296,Western Pacific
Australia,16-05-2020,163265,2082,978,162287,Western Pacific
Australia,16-05-2020,54926,2330,1174,53752,Western Pacific
Australia,16-05-2020,55532,1739,163,55369,Western Pacific
Australia,16-05-2020,75325,1988,641,74684,Western Pacific
Australia,16-05-2020,25107,2484,1065,24042,Western Pacific
Australia,16-05-2020,415132,2477,27,415105,Western Pacific
Austria,16-05-2020,285966,2030,1199,284767,Europe
Azerbaijan,16-05-2020,67473,341,1032,66441,Europe
Bahamas,16-05-2020,99098,661,877,98221,Americas
Bahrain,16-05-2020,153147,2343,948,152199,Eastern Mediterranean
Bangladesh,16-05-2020,267786,820,740,267046,South-East Asia
Barbados,16-05-2020,278531,1310,486,278045,Americas
Belarus,16-05-2020,223302,127,1103,222199,Europe
Belgium,16-05-2020,223037,1822,340,222697,Europe
Benin,16-05-2020,112480,1488,180,112300,Africa
Bhutan,16-05-2020,153569,1293,919,152650,South-East Asia
Bolivia,16-05-2020,376352,2143,18,376334,Americas
Bosnia and Herzegovina,16-05-2020,1449,241,685,764,Europe
Brazil,16-05-2020,174898,562,299,174599,Americas
Brunei,16-05-2020,270137,1127,180,269957,Western Pacific
Bulgaria,16-05-2020,33637,725,590,33047,Europe
Burkina Faso,16-05-2020,408592,273,475,408117,Africa
Cabo Verde,16-05-2020,432907,1130,283,432624,Africa
Cambodia,16-05-2020,116802,2311,452,116350,Western Pacific
Cameroon,16-05-2020,64541,976,1090,63451,Africa
Canada,16-05-2020,79801,495,1013,78788,Americas
Canada,16-05-2020,372268,1609,675,371593,Americas
Canada,16-05-2020,207613,1620,132,207481,Americas
Canada,16-05-2020,386844,1951,106,386738,Americas
Canada,16-05-2020,290772,980,723,290049,Americas
Canada,16-05-2020,170682,426,351,170331,Americas
Canada,16-05-2020,135813,650,1167,134646,Americas
Canada,16-05-2020,341539,516,66,341473,Americas
Canada,16-05-2020,282475,851,498,281977,Americas
Canada,16-05-2020,339439,126,302,339137,Americas
Central African Republic,16-05-2020,281746,1264,951,280795,Africa
Chad,16-05-2020,81167,1139,902,80265,Africa
Chile,16-05-2020,132584,10,150,132434,Americas
China,16-05-2020,82835,256,51,82784,Western Pacific
China,16-05-2020,122950,564,110,122840,Western Pacific
China,16-05-2020,319748,1682,793,318955,Western Pacific
China,16-05-2020,257920,2163,881,257039,Western Pacific
China,16-05-2020,160831,330,837,159994,Western Pacific
China,16-05-2020,225165,2079,362,224803,Western Pacific
China,16-05-2020,420230,379,68,420162,Western Pacific
China,16-05-2020,88351,2460,1065,87286,Western Pacific
China,16-05-2020,364278,268,336,363942,Western Pacific
China,16-05-2020,255638,355,221,255417,Western Pacific
China,16-05-2020,163424,586,136,163288,Western Pacific
China,16-05-2020,296217,2479,785,295432,Western Pacific
China,16-05-2020,331318,2159,233,331085,Western Pacific
China,16-05-2020,289556,1596,486,289070,Western Pacific
China,16-05-2020,374597,995,328,374269,Western Pacific
China,16-05-2020,409113,734,149,408964,Western Pacific
China,16-05-2020,362488,1308,632,361856,Western Pacific
China,16-05-2020,328211,2366,1179,327032,Western Pacific
China,16-05-2020,233899,1254,753,233146,Western Pacific
